Date,price_TSLA,ret_TSLA,vol8_TSLA,vol12_TSLA,vol24_TSLA,vol30_TSLA,macd_TSLA,log_ret_TSLA,log_ret_norm5_TSLA,sma8_TSLA,sma12_TSLA,sma24_TSLA,sma30_TSLA,ema8_TSLA,ema12_TSLA,ema24_TSLA,ema30_TSLA,volume_zscore8_TSLA,volume_zscore12_TSLA,volume_zscore24_TSLA,volume_zscore30_TSLA,^N225,HG=F,ZC=F,TLT,^GSPC,AUDUSD=X,CL=F,SHY,BRL=X,^VIX,NG=F,^FVX,UUP,SI=F,TIP,^IRX,IEF,HYG,day_of_week,month
2019-03-28,-0.3003996911183862,0.1939307761379319,-0.03485634596757492,-0.12872438062102415,0.017344148315094992,-0.17596894729095613,-0.338754569005035,0.19537528750824087,0.2655804578266564,-0.1582142463991776,-0.15608273711665377,-0.17264834078300545,-0.11599899912789309,-0.23973921298239986,-0.20865824382110285,-0.17499807138112713,-0.16845216836123006,-0.1423868070808921,-0.08327044342676665,-0.22304936701731287,-0.1762476959002171,-0.17932468109062416,0.16316787019630116,-0.3216823655609474,0.22045066242901565,-0.11991359933178272,0.027922262518499608,-0.017581124259187526,0.2632962812585475,0.3022908543716486,0.02127218502341233,0.05823314372913618,-0.29519771982614557,-0.19196090436247057,0.1850907056321613,0.1280683791435379,0.19928845027760905,0.266019375045857,0.10618055320576747,-0.18762755199987516,0.0014337063091695722
2019-03-29,-0.3394705727716959,0.20878595355799884,-0.042336962163454846,-0.12308690408652771,0.01351204897035083,-0.23041295481924443,-0.3837492436256399,0.21031909959762557,0.25965415181648055,-0.24608915068616014,-0.24547477470121365,-0.2758660571579087,-0.21853829788329426,-0.31668186005642174,-0.2908763419274823,-0.26426727123178195,-0.25935676181131084,-0.16654382878069032,-0.10912945976538171,-0.24859902684448215,-0.20136679367173022,-0.142646971000529,0.23772817460596785,-0.3897690766931612,0.20352159269681086,-0.0757344336855832,0.025583980285350263,0.022711400546373255,0.1957978969371497,0.18375597628553478,-0.010709889096179634,0.005848272866196137,-0.2235802127997187,-0.17384455505601443,0.21520537435963885,0.15623878819054582,0.022064991146459573,0.22615062127452462,0.15443808967358166,-0.13473921450504517,0.057967059500680075
2019-04-01,-0.3453259691294414,0.1932370353902695,-0.04626810165390827,-0.1368004092795941,0.014476989509695148,-0.23127642201458481,-0.3927038390313623,0.19515687707780663,0.24978068569545922,-0.22591964856523186,-0.21775145732666726,-0.24135336669375249,-0.1862935142899354,-0.3040901775042882,-0.2716978793892177,-0.23716850055993333,-0.2306850375892251,-0.18660921962906293,-0.11514144426176696,-0.24991448462882082,-0.20617807560884183,-0.16281776707345674,0.2503287991016362,-0.39290255565778404,0.21132404141906783,-0.08379874534073052,0.01593934791823665,0.013595397700057816,0.20182347746947465,0.17461550779466634,-0.015412699896949072,0.0021986567059559645,-0.22779561003807083,-0.17555939494810685,0.23063250703629978,0.1664631875104314,0.024445979895295556,0.2274715915485279,0.174880300459232,-0.10827578539389564,0.01457319747402697
2019-04-02,-0.3372320461097033,0.1803982953794257,-0.07047966285380994,-0.1775748485414177,0.03344447866866026,-0.22070027645368182,-0.3604896232060751,0.182867834901254,0.19258540944805158,-0.2397478576725468,-0.23741409100372327,-0.26632005407153225,-0.21197205013724485,-0.3142382582330712,-0.2858817342113125,-0.256621524912287,-0.25127631524826155,-0.23383284241478258,-0.16397139071211161,-0.2852864422543349,-0.2493440454077911,-0.15353354806709446,0.29141443505922304,-0.4048644205045973,0.21645642934568093,-0.08661471758186258,0.022701290795581263,0.04164944060749549,0.22316809520692332,0.12046712448917087,-0.015894355230667654,-0.004825274706667199,-0.2410358876344328,-0.18733514432335577,0.2512872590066944,0.1823495158728281,0.10343835106002507,0.2395062916173894,0.1707302168285151,-0.13298127154524217,0.057571694067049414
2019-04-03,-0.31044376212972585,0.0832554146821229,-0.03534521937068253,-0.14381880285904977,0.05841178533189256,-0.19043147456504703,-0.3998706398849664,0.08615438904589381,0.1152360650122334,-0.10016325033011428,-0.05632303459922195,-0.031198939872326477,0.02198053696628888,-0.19419544160738636,-0.13776616981244424,-0.07167523001005559,-0.058305111886985804,-0.17864083481657464,-0.10704227561107127,-0.21826798152853444,-0.1763874200279183,-0.19279208015910113,0.20232646701090362,-0.38397519655324963,0.28889368723852804,-0.08864146076180805,0.20567921426180624,0.105960170867121,0.27456662450570046,0.09835852227862131,-0.08918711604779055,-0.012147862792127128,-0.28175792514917625,-0.10871364381702935,0.251515341576266,0.299955514710032,0.10182134862947392,0.3042001070566015,0.1710653335613353,-0.12052317846200576,-0.1922789685914763
2019-04-04,-0.34537055120330434,0.012964227223802837,0.021691800117228887,-0.09605037306020268,0.05032838423113143,-0.15784866114640755,-0.37535618658243824,0.013215171569413632,0.07979248820081666,-0.14588210328468917,-0.11534897459546789,-0.10103371135340865,-0.055928032757770106,-0.24140281221112483,-0.19050618426923502,-0.13277812304152958,-0.12149982323009094,-0.12738639800471818,-0.04758981345251347,-0.12249584129772854,-0.07641003602051416,-0.19204187462173394,0.16980933320275912,-0.3821045502264349,0.3266287807441547,-0.07338174002018232,0.246367444883124,0.08653167246691061,0.29151516882663114,0.1056012580834429,-0.10177096966018978,-0.058958307160638136,-0.2954796960737866,-0.10167713301247423,0.3020479109163784,0.321117855383889,0.08491939591837554,0.32955245410845396,0.20059004200431726,-0.1081529548682066,-0.10280293640628632
2019-04-05,-0.36149559702257017,0.0012955437153707157,0.04449953288530889,-0.07302680371932432,0.02206782428078616,-0.1776303822878973,-0.39235949895341304,0.0014866733335474212,0.06380194607542408,-0.1784522816472349,-0.14198229096735393,-0.10934902230571401,-0.07959349376065061,-0.27111035101637815,-0.21808470547701353,-0.15528004374059384,-0.14283035949596773,-0.12716009803537145,-0.04600475542727757,-0.11365910017602793,-0.06689061973044132,-0.19029696444940858,0.147634102865104,-0.38005228248096196,0.31788195918303486,-0.09011597005424624,0.29625636315085535,0.07876765542875978,0.28248840420264487,0.09387196683038133,-0.08080896001116475,-0.07018219623243523,-0.2858438277095492,-0.09872634558110197,0.2905617854001741,0.30826846548868675,0.08639356792889064,0.3208825476194672,0.1848615558998193,-0.1387872977085415,-0.08065598390316435
2019-04-08,-0.3670161312680307,0.0017179241699005225,0.04379067380628688,-0.07835434103802322,0.023112189909689513,-0.17486909533333958,-0.3899049483452412,0.001898518438634506,0.06530963658854791,-0.18447519900178883,-0.14428076418304214,-0.1053777397208261,-0.07767300518472622,-0.2777634350821519,-0.22247767023163445,-0.15576744116787297,-0.14250172818861528,-0.12706197926383492,-0.045870955799521676,-0.11435137131537348,-0.06710528202681317,-0.19016477571875587,0.14106011558406403,-0.3840927807538455,0.3174941159435154,-0.09009247282437355,0.3120172270164192,0.08391459514896654,0.28163693507388965,0.09359256373101693,-0.08362066560114642,-0.07915500155594905,-0.28631674804242246,-0.09561677696716754,0.28456198609160804,0.30770433654221946,0.08654701720313991,0.3208626995287659,0.18407794579802578,-0.1384694298303106,-0.08451342348720663
2019-04-09,-0.49572222314994896,0.0025660152938718167,0.17991822968709548,0.09295437711692246,0.2935819921888555,-0.2107273243317374,-0.44383682127585417,0.0019840931167314545,0.06706325475991635,-0.3225264817375627,-0.28912140892921384,-0.21821274030861826,-0.22593454811671224,-0.42778005295118127,-0.3716441019922896,-0.3001619138798923,-0.2856188943879648,-0.22047454203803152,-0.14681317734319602,-0.15546619535821493,-0.09103425483840843,-0.17313023164281793,0.16557366703594398,-0.3540449879426023,0.30227549136153614,-0.09518818829720167,0.3057534266097499,0.09513943300476954,0.26280781739055,0.08570416382873204,-0.08468918764576076,-0.12783258340024642,-0.250806269761603,-0.008726883008519537,0.2934244943842,0.29850596325398443,0.0586005927642779,0.29526350564536297,0.15116819345363508,-0.11278889513259578,0.08511916765640003
2019-04-10,-0.6268311494859149,-0.059425540284618134,0.16685483542945187,0.11520979112365942,0.45998147684039586,-0.2633291905273995,-0.5071009841483411,-0.05828985979387204,0.01713708378988163,-0.37643344074574897,-0.3331918809658491,-0.21587855783392054,-0.22304349224509568,-0.4863211304257742,-0.4159951000934105,-0.32189310016870504,-0.3021513311867273,-0.25130487802467627,-0.18903808404708283,-0.17402270844940168,-0.08213826932423282,-0.16875634474270448,0.16014814839000716,-0.3524252655740209,0.3622309909158922,-0.09852957782191014,0.28175466535574123,0.04563949422541034,0.2469257441412399,0.09144641766592411,-0.04376890032881005,-0.10276577156742212,-0.2760211584630996,0.0058362022406227496,0.3086585990676881,0.2884510280998599,0.06934998619679668,0.31944468760143974,0.08914446740940701,-0.11259615622097376,0.10471667166730649
2019-04-11,-0.47827471271462496,-0.002054698649764717,0.14320041439042636,-0.0007519472852428462,0.1893557538679117,-0.18435796987696249,-0.40224494782179127,-0.0010686201854625094,0.004520200029589405,-0.23570005650559428,-0.19178625530068502,-0.09578669171682405,-0.09184405995358873,-0.337540748629686,-0.26674159724213137,-0.17789900740377773,-0.15998180127206166,-0.1833357420945266,-0.0830271914916165,-0.09752034946356092,-0.05123401662176741,-0.26619177552412554,0.14711546819948082,-0.4314545527102668,0.3309956562011359,-0.16939943931471388,0.17841959769612462,0.053507358784260134,0.20386887157198427,0.051626250959511656,-0.038678331839479635,-0.07348283430592852,-0.24058194558851578,0.017896624468391825,0.24776978204135724,0.21903764967911224,0.0222395474341797,0.2535447164405183,0.037124484114907236,-0.05906598665163325,-0.12859315187700998
2019-04-12,-0.42945044041020053,-0.1094055265487738,0.19892520603060274,0.02197606124148188,0.13634870268294288,-0.10472250998116624,-0.36069381637363607,-0.11066478407935065,-0.06652513201256079,-0.16243618117596986,-0.11916146435306882,-0.02847983709352147,-0.025523692951156432,-0.2677735361209216,-0.1902678173362303,-0.10022091405827875,-0.08299357690517681,-0.1041828924462654,0.027221856902353844,0.029609008000330013,0.06462060329571014,-0.24061074242788735,0.11186160951118584,-0.42542028950922783,0.28354357335151154,-0.1428446826077312,0.12672109421763672,-0.03820853422774719,0.159829143543203,0.06490894926928141,-0.08432981766142446,-0.022532227879951672,-0.19544906772359613,0.06522705194106419,0.18021373320995138,0.18149830402737185,0.008734431377403307,0.20816426028971619,0.0824975133972953,-0.011106580861377837,-0.1579601687303719
2019-04-15,-0.430400896208188,-0.1597008874756126,0.2822227399426082,0.05804383553552809,0.058463670273106394,-0.019748569696729758,-0.29175787362011085,-0.1599797947146923,-0.09035441521353772,-0.12022309029532349,-0.0597776977379721,-0.0057352331032971314,-0.027079455049669337,-0.22907641102624282,-0.14659879341604432,-0.06515300490309962,-0.05174502480561722,-0.05766649041176156,0.10981357692528546,0.13000740276809222,0.1462790388407413,-0.15949731157717667,0.06660006304568361,-0.4035744130190911,0.34199514147017707,-0.18607846728339794,0.1733290591938117,-0.04115275745623029,0.1603836325669779,0.053720734896583,-0.018490005174078897,-0.07653490842994506,-0.21524262954951415,0.06951768612627818,0.1520944721175099,0.19892943357184747,-0.031535993506248396,0.25322745234068583,0.00893588810769011,-0.11543991663110985,-0.13579650055390807
2019-04-16,-0.4256834631956513,-0.17184731524058067,0.29875803266653594,0.05646819556988399,0.06544958295729168,-0.012633488935730696,-0.2966410683892148,-0.17196128210870468,-0.10123464218483601,-0.11717261502455269,-0.05476765542565417,0.009951406409741527,-0.009552856024366289,-0.23298567845651527,-0.14304548319963206,-0.05221102655174013,-0.03731846319634424,-0.052672382533314833,0.12209810145317616,0.15294179755485157,0.17589995559064855,-0.16197579614266164,0.06971209501111308,-0.3912791887701055,0.3456135908732081,-0.18537397310837647,0.17289300922819845,-0.04691182580979572,0.16423511581228326,0.05925671740058191,-0.017084807364385418,-0.07378515779800929,-0.2212896280860496,0.0638660909859588,0.15536237284044496,0.20585707254953187,-0.042259351062343485,0.25848063342159533,0.015172613667805937,-0.10915939655521202,-0.14671458421976524
2019-04-17,-0.42843483150360107,-0.17420252611665554,0.27131470532494867,0.05512565038557839,0.06285736866411293,-0.01895053398043651,-0.2814214092974412,-0.1742036956703517,-0.10625254959371092,-0.14549407256398503,-0.072705179761601,-0.007070293744384204,-0.027074533579030374,-0.2601374056345053,-0.16817256816965015,-0.07200657295737044,-0.05656274306039174,-0.06278334578124802,0.11344092015337819,0.13859951201088588,0.15897070495195115,-0.16014558608633947,0.08333976640252658,-0.39393601612053747,0.34513184759700505,-0.1924457551257722,0.1681326488069076,-0.05302956742648882,0.1674640233363693,0.0653846972099068,-0.013074753575313841,-0.0836291464206386,-0.2227694452056761,0.060619907688889044,0.15752459929953583,0.20213330917711106,-0.04119551792000069,0.2587773626231987,0.00036579540262106786,-0.10900601672370612,-0.13169689646682836
2019-04-18,-0.4100923838012555,-0.18748281714574982,0.290434930465249,0.016820405021982062,0.23833490384537165,0.06399120021286787,-0.3001945721338746,-0.1882562381417236,-0.15339908374046513,-0.196979735249285,-0.11200044855768004,-0.015791065661458572,-0.01605733256141249,-0.27764029203748913,-0.1935925422356726,-0.08483191175860132,-0.06430820045276367,-0.013693656941665959,0.14121444946224054,0.1550349806386729,0.17971684074672062,-0.08802888940491797,0.1637296825550002,-0.3518005910735234,0.2712320314733631,-0.13826457765317474,0.2391177829711352,-0.0622202722478295,0.11937861082736555,-0.01465665193687088,-0.02390052476163128,-0.09568947146805427,-0.13303061612092956,-0.13944953631638257,0.1604585271598701,0.10559563573039625,0.02463776389042524,0.18737890836435822,0.03426965795255883,-0.1664836763446952,-0.1485831203292718
2019-04-22,-0.45588807106102536,-0.2374968322995081,0.23158468625226633,-0.029844252041418967,0.26247495025837936,0.09738560937577664,-0.2713712210992605,-0.23752987633644482,-0.2230084595006376,-0.3218341778976695,-0.2122211502630088,-0.09824552437060727,-0.085821906936914,-0.35871929423360793,-0.2868646164122531,-0.1731919034927518,-0.14992920491594633,0.030880890167911436,0.16109521504944932,0.15677730643362867,0.18114125261033132,-0.016827898168008875,0.1798938758293616,-0.351086123811412,0.2451731783044873,-0.11986923159190761,0.25099166578897336,0.0003507538369988707,0.10841218979857546,-0.03957953567812372,-0.004611369123709183,-0.09278745716777465,-0.12200691757977536,-0.11134759452418912,0.09612259530911166,0.09301564354909574,0.0338361954545906,0.1712243861996672,0.06705420861627964,-0.2322970649149508,-0.1084065346444937
2019-04-23,-0.387714562188044,-0.2179944258271444,0.29884900162100203,0.058250367987390715,0.27018260998094495,0.08650375018494137,-0.3023704716376927,-0.21851569872002793,-0.20475146268059194,-0.23292135780632392,-0.1195051300109995,-0.010754003877062409,-0.0025914606150063803,-0.2761260442846661,-0.19975446434842034,-0.08149278857719479,-0.057884337638356494,-0.0224635847949326,0.11105039271953034,0.1321924482069366,0.15613473475749842,-0.008100242361744038,0.1925470936306945,-0.34889304508780644,0.22469864739253603,-0.08694108296756452,0.27802509149030996,0.01270055621203351,0.07694402630095926,-0.08173457405367371,-0.0571919671160557,-0.12068437998712496,-0.09411294753088774,-0.16460392193561044,0.10916497589078612,0.06504168319128925,-0.012536748360139642,0.14995549505146194,0.07633782320035787,-0.2663747532893951,-0.16193013004634807
2019-04-24,-0.31328177187363176,-0.1545803620014074,0.31138286490779576,0.12231305875607695,0.36590638066390835,0.15458370360961235,-0.2928522333771214,-0.15634466728289032,-0.13336655105936454,-0.18705514670376436,-0.12896514876675677,-0.010961172855044901,0.014243299372296693,-0.24224670814759128,-0.1820063266358057,-0.06721888918189076,-0.04134178032445222,-0.04131661109181822,0.06577579918344197,0.09927279950576086,0.1251008756646815,-0.03921152590975169,0.1311953892451104,-0.31947934472939654,0.12425753809746595,-0.0574679582152747,0.30626179697456746,0.0694115269664006,0.028154452738279337,-0.07204202777437475,-0.09729896921121174,-0.16132294045643508,-0.015972479505456008,-0.21010845190782101,0.019368267624089008,-0.022710958677816893,0.005828008196496192,0.06317559373906324,0.1103761121332437,-0.24506871022027438,-0.1709216857297624
2019-04-25,-0.15121501861749193,-0.0740429344535258,0.32311409105742156,0.18145577344657496,0.3910893577519783,0.18881488323108267,-0.2571788720043503,-0.07574656900137056,-0.06774875602145837,-0.07888990025308683,-0.053924490040877925,0.04031757730475506,0.07654409582151124,-0.11892111597420825,-0.07990006018185235,0.01196797768665509,0.03530696266634931,-0.1424129913358817,-0.0910442683108597,-0.06533746437959373,-0.05643508552544191,-0.045509131000976207,0.18777189552246343,-0.32133554443962814,0.1407554486918203,-0.048709105873512994,0.3998763088214829,0.11858348111388062,0.04270415333580461,-0.14179830512698421,-0.09562458064432541,-0.2605008798002481,-0.041874081710917124,-0.21666653843397427,0.022836036393981907,-0.013324665082972706,0.04264077317741583,0.09060571456525834,0.09814611009813087,-0.2739447939527481,-0.19837402670999357
2019-04-26,-0.16825715110810935,-0.11894442142941736,0.3002619537485749,0.2644242747204752,0.3512280199708007,0.12856781654049484,-0.3114930978762385,-0.12036533113777313,-0.11979972266264861,-0.08580330535228865,0.014655389547842766,0.1137354008073173,0.12780325264710043,-0.10848437881568594,-0.05336366565376462,0.05646762683709024,0.08045807447493608,-0.1243726513670921,-0.05873495440076384,0.0021139116747653547,0.0172999356928167,-0.07339054132596001,0.20801797870865538,-0.23506843389296475,0.09196623430581342,-0.049563265576615195,0.46201672058135046,0.018479302277930865,0.10656435723405965,-0.18520387889509943,-0.11840914611604628,-0.12917010157785522,-0.04845724632459092,-0.19935575356184576,-0.044139241140298394,-0.0024262115318454563,0.035550707345159936,0.0893694172952613,0.10282716024339963,-0.17597674223552046,-0.24545676274370593
2019-04-29,-0.12038676333142835,-0.17058150256092047,0.30054655671790104,0.30615515953149647,0.3535652025728731,0.12227423105796958,-0.29446747557527925,-0.17213648562663927,-0.17021741859629472,-0.016984603396538733,0.10050713116252122,0.18964055166175484,0.19537969823197662,-0.026952814133885162,0.026803783011817104,0.13025220849477495,0.15206788257129603,-0.09094239680786546,-0.055906066166866275,0.015174213718576636,0.03325123917978506,-0.039158341981288314,0.2224857695896088,-0.20592851782615149,0.12506221869174564,-0.03567965972607083,0.44095293543162356,0.010952448479501614,0.12074611952876534,-0.16826056455531538,-0.1429205919816643,-0.1688838291751753,-0.07042408639086582,-0.2062030260385043,-0.0047699325629205125,0.04133929822371215,0.03647285714351557,0.1184581311646326,0.1123661389738032,-0.13223820120678745,-0.2899823712068749
2019-04-30,-0.06438656376783282,-0.16804265740117216,0.2969638307674425,0.3244131462956764,0.35200822960727857,0.12803375041082507,-0.24709396225724511,-0.16980588953581835,-0.17678722341774533,0.048286681974576404,0.15503886219630567,0.24135317903287795,0.24281715868134474,0.04062081992690977,0.08931278966081424,0.18329582725635574,0.203242590567382,-0.07248766372212756,-0.048457255236224205,0.020744910802164764,0.03869737798018445,-0.03513622049750604,0.2177485298444244,-0.21500208044476335,0.107662121336698,-0.032268536002028295,0.43440154215915405,0.007734044091995203,0.0997401940057295,-0.1768068041364194,-0.14073449788598014,-0.16191827663681155,-0.05049979774007311,-0.17781165208865293,-0.015072159711264467,0.028703292547550607,0.024523930705778005,0.1045432722688615,0.11498801998218533,-0.12830873869855608,-0.3168605768392352
2019-05-01,-0.18617140888892122,-0.19027366389594963,0.2762028151637451,0.3078230120805585,0.3089744563044408,0.12098738077582287,-0.30986475013718207,-0.19158689872671042,-0.17610126680837526,-0.16703287786156826,-0.07381442442344088,0.059456191490298384,0.06834157083082959,-0.1538987024143164,-0.12665464452759465,-0.03756454225592656,-0.011229658083782896,-0.13955330851916772,-0.06797414604487897,0.005254152793008808,0.021955671344815103,-0.0327138664090217,0.043414593292575354,-0.09847555300258427,0.15101293496395202,-0.10683038275537092,0.3998305629653161,-0.016236326648830866,0.014973705037004646,-0.1907805093200618,-0.028820479652337267,-0.09592297731639839,-0.03104812669520907,-0.14077343248758403,-0.13208064248785917,-0.017032023915493202,-0.03460177654356199,0.0967825906709572,-0.00709692609588123,-0.10013741059042673,-0.09247569877350788
2019-05-02,-0.25499192467365484,-0.08874724527188252,0.3072506492095594,0.3291727367679706,0.33184883538530047,0.12550636253521422,-0.3783509531193259,-0.09256907451911851,-0.09910896577249198,-0.29705058611216906,-0.2174910046648139,-0.06344677919698229,-0.04527067313364965,-0.2725313053562042,-0.2566825009713255,-0.17775469371195166,-0.1499664772763138,-0.09836473831032327,-0.016611862822267242,0.06845164762910329,0.09310094013376105,-0.035191980674691814,0.020419719581470364,-0.06388470248970832,0.09132283008564765,-0.1290699186309132,0.3185713237028456,-0.13685408187570902,-0.049590035698071175,-0.184242621382731,-0.055429203529736376,-0.12297774665384167,0.06441259704738331,-0.10146759587371,-0.15915846509183162,-0.14092234686914587,0.005965362402774697,0.02838814134556896,-0.009333781013807095,-0.05345156931578225,0.04857511319732631
2019-05-03,-0.24027361927949645,-0.07607540216095367,0.29442840635397266,0.30317616266170905,0.3385120390465601,0.1032778336048769,-0.4154643685931335,-0.07964545427286028,-0.07619316890783696,-0.24884947592422108,-0.16814585180355607,0.013078168497823423,0.02366142030030897,-0.23873885639806125,-0.21253082182156452,-0.1218928739415334,-0.09249889778498159,-0.1368127656985684,-0.06401492324070103,0.03776042258546327,0.0653462683866502,-0.0347381483289268,0.012385929894830713,-0.018256326382061882,0.10683982372202937,-0.06253193594593236,0.39559902385951984,-0.135960151345802,-0.05656153944664393,-0.20069417691840927,-0.0722578957534797,-0.11749448245869967,0.06961845746227605,-0.02247584269050876,-0.09932393670833745,-0.13897460313146057,0.008376563415078048,0.022569132616207813,-0.019233412872219188,-0.020928961200544525,-0.008233650726612644
2019-05-06,-0.21216151559685123,-0.0993744098461707,0.2289811281229903,0.24917116940202144,0.29705763587768363,0.0765500352355514,-0.39416266961441426,-0.10331092922172423,-0.0869176933374199,-0.1331274806583298,-0.04859137847658975,0.12359602452929558,0.11895083359727836,-0.15280613663693315,-0.11382433860828256,-0.016314670212407397,0.012268407806589783,-0.09512047561217017,-0.03728004259029642,0.043187929929258795,0.06951927375016677,-0.033167186578831886,-0.025558159547437644,0.0494946684838737,0.1506010029119406,-0.10719551939651129,0.3991769882950977,-0.16804137139964695,-0.04705923337182682,-0.1632512949578855,-0.13130002700687932,-0.10747045829418503,0.07207691676763861,-0.016097836776439375,-0.09040086347711906,-0.14139945957650069,0.007848406569428912,0.03738003896539326,-0.06009043043880573,0.0535081961192503,-0.10709283342967581
2019-05-07,-0.19203907276607451,-0.07284845616437452,0.24323973924531403,0.25663897226206034,0.25743293911865384,0.09645768224174456,-0.3539143791247369,-0.07744070061427678,-0.05717055579335511,-0.12345420092079429,-0.054621430375394485,0.0779785809990948,0.07186531181747188,-0.14603308822712951,-0.11389930236351256,-0.03673423869019784,-0.013570380095554519,-0.09504694200350074,-0.04082840273350348,0.0544274251367854,0.0739392608955753,0.10494808578678556,-0.029351802603064064,0.02656604578226694,0.12608197158998277,-0.04862049742329779,0.4227622753741091,-0.14459265869029006,-0.12364280003885862,-0.293428948627828,-0.12907009513620307,-0.1227672835607543,0.14629821242652566,-0.009836617764780725,-0.13823688854789457,-0.14033942773029448,0.021107974275723695,-0.009346584287890246,-0.009770593572367408,0.10956710050602783,-0.05932380592838466
2019-05-08,-0.18628236189773192,-0.11036198533336637,0.24960504690671836,0.2694419954451706,0.20777293915375697,0.11643268627505488,-0.31140798612582327,-0.11483626955442555,-0.09672484886191808,-0.10902789308044705,-0.053671409369328495,0.04291881806910789,0.029833406554848233,-0.1368684237726632,-0.1096948270982691,-0.049784336110490685,-0.03179070810425876,-0.056805538223189206,-0.004077015725912526,0.09305621555919763,0.10468739202458208,0.032808129846053226,-0.0305088088858576,0.04596379209088013,0.14017822379764214,-0.08668950996613692,0.3895761218146418,-0.20383934299899079,-0.10996118385347844,-0.2571831501981217,-0.08280604142392159,-0.12855077401940793,0.15030528702520896,-0.0494841628963796,-0.11092919324607178,-0.09876439317008759,-0.01736924749041708,0.008968230204696703,-0.046327590431836485,0.1353411878040128,-0.008891276915757853
