Date,price_TSLA,ret_TSLA,vol8_TSLA,vol12_TSLA,vol24_TSLA,vol30_TSLA,macd_TSLA,log_ret_TSLA,log_ret_norm5_TSLA,sma8_TSLA,sma12_TSLA,sma24_TSLA,sma30_TSLA,ema8_TSLA,ema12_TSLA,ema24_TSLA,ema30_TSLA,volume_zscore8_TSLA,volume_zscore12_TSLA,volume_zscore24_TSLA,volume_zscore30_TSLA,^N225,HG=F,ZC=F,TLT,^GSPC,AUDUSD=X,CL=F,SHY,BRL=X,^VIX,NG=F,^FVX,UUP,SI=F,TIP,^IRX,IEF,HYG,day_of_week,month
2019-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-24,-0.1308739881987852,0.011772216706908745,0.14375025720922457,0.09722193202557147,0.1670046168477904,0.10409136408870648,-0.1489208677485351,0.009374962888763324,-0.05300528841181747,-0.11940085426731575,-0.12093419599529541,-0.10078441749612717,-0.09676534020401119,-0.12549390722788686,-0.12088255859718385,-0.10999788972894352,-0.10642209518195982,-0.05691136300897771,-0.04306767096670037,-0.025181193393758367,-0.011349557449736605,-0.008363385995694968,-0.010807089387786177,-0.12394422668015918,0.10550606176837458,-0.059710822614547944,0.20994996995353418,-0.02105509049613063,0.10808079024593086,-0.1160670274627231,0.068370008812649,-0.048094680815843546,-0.08466811030675443,-0.1072473672371118,0.1104755683783836,-0.020571208346548953,-0.03951486257332447,0.13402982798602692,0.0070840291407350655,-0.09812528841680032,0.08054420020159286
2019-06-25,-0.14164098648485804,0.013990679049937045,0.152326727769083,0.10817782130822294,0.1610971619034322,0.09501600286307504,-0.15383677291065842,0.011504857535195949,-0.0476374965917461,-0.1309082439636927,-0.13173559714761712,-0.1103750199531197,-0.1064413205809008,-0.13665110668861605,-0.13164185251043456,-0.1199364175641061,-0.11612017738570594,-0.05211907258598627,-0.0384484435228249,-0.021387812031940106,-0.00718785603570132,-0.008494320365615836,-0.010477782323929383,-0.1233265796026792,0.10692338292457426,-0.05899391439681029,0.2095076697125584,-0.02083664152187544,0.11048450047007455,-0.11604558037194534,0.06873460214565362,-0.048483356530252826,-0.08624218786603308,-0.10665522523191963,0.1103156002042958,-0.01946253042840838,-0.0393625205572473,0.13585598011851055,0.007386359754715711,-0.10296171823739657,0.09245060912832966
2019-06-26,-0.1467744598999186,0.015107439255178075,0.14506920284268374,0.0986199997847878,0.1616726903657441,0.10472114985365326,-0.13751984072612083,0.01274271135754417,-0.044067179057322776,-0.13590684749525453,-0.13751873726598748,-0.11956382912829046,-0.11648803820164493,-0.14224060307440642,-0.1378970634001427,-0.12782126780104733,-0.12452195208911142,-0.05659249982284522,-0.04300597335872382,-0.028441238169774997,-0.015467240450688617,-0.01496218599247052,-0.01482127495247169,-0.12839076890469606,0.09660646878035382,-0.05924149225366258,0.20928917594966956,-0.00836736468710769,0.09171163276615382,-0.11366203627814205,0.06659211309982761,-0.049436845933212036,-0.06564724738464373,-0.10596204982205705,0.11317787214852176,-0.02429367802794896,-0.03266187298979213,0.12044247863673747,0.006612091728094572,-0.10169039608179979,0.10051262269697842
2019-06-27,-0.14579468778075186,0.01613852524311551,0.1362926616270442,0.09210299879694894,0.16469772396837692,0.10922642446625677,-0.12933155540989755,0.013830702510836757,-0.04185210195684258,-0.13492106548553187,-0.13663026183355775,-0.11889391414313459,-0.11574572337750495,-0.14135832594812084,-0.13706060895184036,-0.1270783232079975,-0.12380359437201502,-0.061468041605782744,-0.04883345376750308,-0.033397836813642376,-0.02071905058913858,-0.006161698790222371,-0.008156602789670045,-0.13287583113673618,0.09900031901388412,-0.05781943818700278,0.21457046535640498,-0.007171335462068092,0.09542999515808853,-0.11329682625381629,0.0655535290748671,-0.04513550406259306,-0.06835087232842456,-0.11100894695511558,0.11712364457002572,-0.02089927876545946,-0.032420098648610375,0.12292829729805928,0.008393111135234,-0.10205647474115885,0.09947392021338101
2019-06-28,-0.13299500772580125,0.014489978316352084,0.0964201284862851,0.04899060863349428,0.17305811728549236,0.11960271380188976,-0.1026055255092265,0.01246434556566449,-0.0466742592790601,-0.12239251547526041,-0.12451489578739737,-0.11163086994053532,-0.10820043072791202,-0.1291213410435989,-0.12566840442241312,-0.11782664877873998,-0.1152523756161213,-0.0477833000026489,-0.03995584076422842,-0.043850664886397196,-0.031407767198985546,0.0006998271407727541,0.012000073186927277,-0.14756940724724507,0.08887029501493098,-0.05042640932819583,0.23927590460663395,-0.0036156768650975547,0.08707576758245661,-0.12389674956202847,0.05024971563234884,-0.05404564566146282,-0.0644112138084969,-0.11082972945781722,0.1392623614462981,-0.022236593466531143,-0.04270479030533507,0.11922409648122663,0.010164350363347018,-0.09141989773144572,0.08637826743382503
2019-07-01,-0.13874718208440023,0.018792943837875324,0.10972386481852707,0.06565607372209649,0.17021400452276114,0.11802085381608077,-0.11139060859038794,0.01673767431738122,-0.04154198827820741,-0.12936904268389307,-0.13135185016649864,-0.11429393195779025,-0.11063093783643979,-0.13580199793992662,-0.13178433024807504,-0.12215434813028782,-0.118936616398538,-0.058880858522540436,-0.0516915026860845,-0.04228124722933155,-0.029903459523356477,-0.008605013187334688,0.019178793234951516,-0.1461192465662946,0.1016761659394369,-0.050428171011756104,0.23517014535511582,-0.005591921281598731,0.09561272165093417,-0.1267266578046748,0.05124737655865227,-0.05895644889552863,-0.07379898717853696,-0.11678091117525952,0.15783606224452976,-0.013291563356827504,-0.05405042672589701,0.12951711603516067,0.013042304783152553,-0.08959029687523411,0.08895640966324009
2019-07-02,-0.15853763946681745,0.009990115548648903,0.07735783946719142,0.04570331238391323,0.15454590689274691,0.10568378008625309,-0.07844371339587067,0.008178936197421306,-0.07469641210965461,-0.15283865938572785,-0.15552002500450537,-0.14526893302011024,-0.1473734026925881,-0.15908905539503537,-0.15709005090595915,-0.15233168081132106,-0.15073985788878996,-0.03234198670576674,-0.045605405697288964,-0.045263504438545675,-0.03728508060571585,-0.005191271589291838,-0.005315425927409181,-0.1407296212669297,0.11542076756849742,-0.04914885214294747,0.20776278249321387,-0.053676709207711414,0.09989035922473688,-0.1395298289313944,0.035946491709407245,-0.07180844641347535,-0.09145171892250084,-0.11991014372511619,0.1580395988775482,-0.018385022904294293,0.039340462925350685,0.14115680460670352,0.02103983050847759,-0.11057623810434072,0.13680461071057073
2019-07-03,-0.15934397067812744,0.006721722930048331,0.079690693420633,0.04908353627190155,0.16215663398674585,0.10601073243907438,-0.0806773370578425,0.005004431489571954,-0.07709970079821747,-0.15240397905271402,-0.15493107356899571,-0.14252354322466285,-0.14367192673286383,-0.15877100473989758,-0.15633593302206905,-0.15029715416364536,-0.1482212904044584,-0.03565618123954523,-0.048404671882534556,-0.046844855205911674,-0.03828436263389827,-0.0037595093008790745,-0.007161096387852494,-0.14113084563650363,0.112810286242623,-0.05084414205452253,0.20821413594564012,-0.056787449859819275,0.09981772900680075,-0.14019324537059547,0.037445126551842366,-0.07597486259549249,-0.0912143166157883,-0.11992681047886239,0.1562433215806903,-0.0203261495812725,0.03888279886478844,0.1403704203542883,0.018460487281548286,-0.11225635877315586,0.13189485918872462
2019-07-05,-0.19904010337229533,0.008115556985469716,0.12089569217082245,0.1140072944961352,0.2544860827439614,0.10055251062088394,-0.0999267967602974,0.0059662183069479815,-0.07821475210030107,-0.1900358669065895,-0.19294657137286977,-0.17385878110133327,-0.17551049632928395,-0.1970786026570373,-0.1940231262159098,-0.18542026376728168,-0.18226763581258718,-0.061004062699971245,-0.08201117715130567,-0.05652033152223936,-0.039371515978024914,0.004063396699911371,-0.002931765029723911,-0.12666934804593466,0.10603025894903503,-0.04558964996437332,0.1943586139718741,-0.05826661922430459,0.09902441930194515,-0.13962940508331304,0.029286820042772044,-0.09535817943387659,-0.08322054236916143,-0.09604821956099728,0.1617727098576269,-0.024513840667616416,0.026328001242447115,0.12970478945936192,0.017317328438078993,-0.1024997463546433,0.1735906645576548
2019-07-08,-0.220685786722228,-0.00710040943449905,0.12093803249311892,0.11963711987572433,0.28940725757092456,0.09287050465545023,-0.10238332826508012,-0.008896992315113603,-0.09226318083364739,-0.20549675704539522,-0.20845689536384668,-0.18702017110000999,-0.18847278040091744,-0.2134521058048201,-0.20984621638695428,-0.20001721698377162,-0.1964037330109192,-0.07449771310969842,-0.10057643223359268,-0.07099341126237949,-0.04598338531281316,-0.0009082778721491675,-0.007313427132752982,-0.12265897789233665,0.1247087303689688,-0.044760793613483084,0.18633020878529352,-0.069296926521284,0.10275556487905732,-0.13848853160277794,0.033065593318590276,-0.08878491391075663,-0.09236151780665416,-0.09695687229821276,0.1698805856871448,-0.015928326111109517,0.028508945028070068,0.1417251051352482,0.016796328612179653,-0.10257693708489621,0.19128481898460672
2019-07-09,-0.1691511280440262,0.01375918595222795,0.09811232506621993,0.051293351741417186,0.17049336200842558,0.10368500288008442,-0.04277644906771696,0.012285796581600499,-0.10030055331672551,-0.17205889155471504,-0.17746069023328764,-0.1640197001947016,-0.17065534306060365,-0.17673879500108813,-0.1767552806504004,-0.17410011801690267,-0.17282981157196867,-0.05391868035768619,-0.06795289290596317,-0.04765914707118077,-0.047853017208528886,-0.025808684418515554,-0.02892854699405267,-0.15473296684312418,0.10065047276580578,-0.06012181886916946,0.14387251548387028,-0.061400869796786904,0.07566764425841031,-0.17074119747818967,0.0369038011183656,-0.07126554862771704,-0.06546012212761608,-0.09237441284663747,0.1615527105869246,-0.03977834593047675,0.03421006461292735,0.10522399254271847,-0.0016936018344329952,-0.09542113220639847,0.1652109941467906
2019-07-10,-0.1529538842132378,-0.017669943974099905,0.11941596432458498,0.05956851890485272,0.15600433978074651,0.1301462763435056,-0.03216987899295269,-0.020187313641759734,-0.12473821738890424,-0.1551160562557494,-0.1607160666276169,-0.14769315952994622,-0.15461879418342991,-0.1589585161508381,-0.15930714968011433,-0.15700438841098704,-0.1557781814819201,-0.027424165256097977,-0.03520131546093749,-0.004523096811623961,-0.014141075727728674,-0.012278448144955136,-0.03265780922518205,-0.15324395352615824,0.08052739067550539,-0.05014881522777596,0.1255417406329163,-0.07638695208262784,0.06105254606401722,-0.16519921534327398,0.0234944237727507,-0.05969629427332,-0.05266710709980538,-0.0780693750643939,0.13879529897204257,-0.05314801988094117,0.030724411879502436,0.09017773766533448,0.008895404859562734,-0.07974055588885608,0.14900476538497984
2019-07-11,-0.1398271004766429,-0.0302717496578132,0.13487229731852804,0.05190254245728456,0.11426491609001042,0.14920606387434165,-0.0019262231316263816,-0.032631719542903184,-0.1342280793525687,-0.1420781569106621,-0.14956702757595164,-0.14029897556193419,-0.1513987713011895,-0.14558628031888562,-0.14751804937554655,-0.14927973527929397,-0.1495049562391042,-0.01854816299174607,-0.018450779042946747,0.01510491712062506,-0.0022996596246569467,0.008169128422774294,-0.04312892300809169,-0.131505768780675,0.06419093389871708,-0.05568347913941124,0.13903640734242162,-0.071193975363943,0.0507803601444602,-0.18946437091691387,0.034344862183540575,-0.06519377736389248,-0.03868869950689144,-0.07515897471173637,0.12121780899442824,-0.06546378996790121,0.014015230920338961,0.07660780794853313,-0.008269284411286887,-0.08878648314430179,0.15222110758671722
2019-07-12,-0.13816170241879783,-0.01619335777771789,0.12762539939269096,0.028262945063047558,0.07688086812820005,0.1362536189486269,0.027382411928688358,-0.01859030657220818,-0.11984591434446852,-0.14733198611836454,-0.15694991065952837,-0.15176311594005767,-0.16596878420545902,-0.15044877451386818,-0.15450937047121902,-0.1609710465208477,-0.16278785543098,-0.013927579773219519,-0.010099591528561153,0.018169941430799363,-0.005131110668978992,0.011197642171933166,-0.03744556895914062,-0.12916931081639665,0.06393803562797518,-0.04778594488745068,0.14377171953323337,-0.07111097898245561,0.048605621156587495,-0.18844617354949492,0.02605421267033607,-0.05129654853542077,-0.04315825386850246,-0.08426757921216894,0.12851934163035028,-0.057678026231279086,0.010659169165873577,0.07825866472129579,-0.0022103507311713607,-0.06770781033486319,0.17401427312677456
2019-07-15,-0.14041570591198357,-0.017913221369974926,0.12929730998472594,0.029552515487278008,0.07887094810679189,0.13861788210652698,0.023226825925232227,-0.02028402082162845,-0.12160446054996288,-0.15052270230292777,-0.15975788715664835,-0.15359586606774792,-0.16664437565451487,-0.15328941381176744,-0.15726999625436505,-0.1628763420381221,-0.16423704697009545,-0.014879810975976637,-0.011912318391803959,0.016436219783497484,-0.00594519172384207,0.01290095616528981,-0.038002422070970786,-0.12602628858748788,0.062273047986822164,-0.047144790896907,0.1391839497382852,-0.0698380128633898,0.04817261681726489,-0.1871470365192995,0.025026236461370196,-0.049264373952334524,-0.04269552152148717,-0.08481959355803297,0.12684271182733164,-0.05893772717774207,0.010528564158889002,0.07704804297215456,-0.0018418195638988403,-0.06479004149513988,0.17154824107767988
2019-07-16,-0.15336549094098736,-0.01928231235369213,0.10756200641105776,0.012382549324869471,0.0758545940615574,0.14940580949061383,0.033944778401921234,-0.02175712792666921,-0.13900042487592645,-0.1719588884262628,-0.1816770683912467,-0.17732145734384938,-0.18954258032288912,-0.1723899189288646,-0.17830673127415453,-0.18612183911408137,-0.18781576101676067,-0.006232874284573064,-0.009051538845237145,0.012678594559576229,-0.01090399075574198,0.02140204057048495,-0.03819147400505332,-0.1176743474095245,0.04977235873499874,-0.0358254973283089,0.16606076935117853,-0.0805214359644084,0.035840905768140426,-0.2099660931817437,0.01790417089964127,-0.0638326501804273,-0.026121676352326397,-0.1161232035120467,0.13651020883802054,-0.07376173464272254,0.0181057017226348,0.06264051464714232,-0.001135550672726399,-0.07591289683020831,0.194650548755439
2019-07-17,-0.17046249085396364,-0.029864740154791642,0.09089050049317364,0.001426037949508781,0.08335529237421042,0.16158284096373202,0.03111740499239435,-0.03233985298168908,-0.1575602733367013,-0.1911426240712741,-0.20041469738146303,-0.19571185468714403,-0.2061763584546709,-0.1899639590127324,-0.19658824288452087,-0.20414137151841283,-0.2052905667173152,0.0010475228558634103,-0.005414876551361672,0.0104941496883212,-0.012142539443320171,0.04665009070821709,-0.03462639178431588,-0.1147732600259785,0.041367489488608564,-0.029584413135365636,0.17169433002268852,-0.07387088927606852,0.03197513416995423,-0.22236772581143835,0.020306723866038098,-0.06524293433760223,-0.02321714536437558,-0.10477377596926225,0.11466350114611278,-0.07668880458092836,0.019577498785002395,0.056918467647372864,0.00698816740434299,-0.0914773750341053,0.20677326208196595
2019-07-18,-0.15314320797832123,-0.02236636830697647,0.09409373590319056,0.0044166967521849666,0.055784082660937075,0.12693510043103928,0.04628135504486177,-0.02475056897422666,-0.15583325726037747,-0.17759465063209656,-0.18810985740573447,-0.1862124667720153,-0.19864671290606037,-0.1762209067669273,-0.18412184703489162,-0.1947968122703047,-0.197058380844979,-0.021574820631765294,-0.023644382732805565,-0.003270332761491974,-0.02466088032071728,0.033174014125228087,-0.033239234432922746,-0.1309786520994196,0.03370389760051916,-0.007183352372458414,0.17629348290813124,-0.07719343902932436,0.03577814770736649,-0.2438342297986116,0.002365766619035421,-0.08522827400504376,-0.026504035822661948,-0.12613887069045226,0.11877088790861134,-0.07457212006531139,-0.0058107769720670485,0.05713148908683617,0.017540103528859808,-0.10092317382913195,0.20395595438896488
2019-07-19,-0.1691871751476427,-0.017545905413537347,0.08947603490845998,-0.001961863148634955,0.06653329806139399,0.13938779245854813,0.03836420814006088,-0.02000748478982446,-0.14662141249758817,-0.1926207111489076,-0.20501275673225666,-0.20138514715896558,-0.21249276690144056,-0.19256356877284314,-0.20052060261958185,-0.21000712027305357,-0.21141781932770312,-0.012480454561070746,-0.016144270992165,-3.26056072127497e-05,-0.020704861440641,0.007935626530741563,-0.04567648876577185,-0.1379606326581684,0.027705619164994814,-0.006159179281084823,0.15699374074349667,-0.07909021019930472,0.039568393578363795,-0.24414653175524012,0.0038458954228049436,-0.08545875682063547,-0.025881127815059746,-0.12490146571504925,0.11282389033579991,-0.07624004838766729,-0.013220913348675395,0.05404503322716679,0.016095273326658787,-0.09946892960055802,0.21152144459515726
2019-07-22,-0.1702236861663801,-0.021150023720363124,0.07751920904486141,-0.01725034020959798,0.04316139115985118,0.11571832950191208,0.053442806705611114,-0.023516992494352257,-0.15488241693296997,-0.1941768349836102,-0.20983500780642364,-0.20976926790481962,-0.22220778083659265,-0.19519164719259544,-0.20490941673046384,-0.2181360059561321,-0.22064344760571233,-0.01528224170292407,-0.01771345432819436,-0.003275773724038607,-0.025005493541701295,0.007934977167416184,-0.05255640559784384,-0.14559179945728937,0.029623948634768527,-0.0054790655934956875,0.15048371406466807,-0.07759653482444968,0.038887735162335846,-0.23522910272782518,-0.0021083859961552754,-0.0741465614213261,-0.026392312573869658,-0.11911722754130952,0.12067373046440467,-0.07729105032586268,-0.007225562090764526,0.05421582354531521,0.0224070728281389,-0.10852340871260362,0.22516502682622677
2019-07-23,-0.13458768623723238,-0.01338899066795847,0.051929108533806057,-0.000949947317098996,0.014133438823015366,0.07126912783129978,0.06778944502859262,-0.015487414147597415,-0.1538829373484895,-0.16621831679324786,-0.1810988807253653,-0.1846296638797003,-0.19888330647130573,-0.1645844642765556,-0.17580381826555128,-0.19273824215489466,-0.19670902007314436,-0.03574492871360162,-0.04327265896171027,-0.018424760889277334,-0.040307882277505244,0.015395313764479758,-0.08497910682097802,-0.13422852301321436,-0.005467190361268096,-0.0035598223492758377,0.16690354040638788,-0.06831832957370985,0.03631445280579899,-0.2386667161961513,-0.008010782563614958,-0.06088046448580134,-0.010378509945289799,-0.0892609711097229,0.0889799397665701,-0.08716186901946202,0.0004844925571562069,0.03535773170084102,0.018859341015287075,-0.10111464149514365,0.20787301517944481
2019-07-24,-0.1542378712563803,-0.05829648582419285,0.1251746980620082,0.10075260280676177,0.13445169803611592,0.18821424291585773,-0.0466349189049276,-0.06062703045169322,-0.1949628184437369,-0.16556688748317216,-0.16674812481214876,-0.1410800138183441,-0.1438418497176581,-0.1620203305024444,-0.16254581661371142,-0.15266392091614012,-0.1467264808029814,-0.07995787814266961,-0.11146371874983847,-0.07871217558759908,-0.0773311394121734,-0.0017955323061329398,-0.09129403911743576,-0.09317993143233959,-0.02508445507814511,-0.0263036848384027,0.20079733311612227,-0.02198130068833791,0.031126269573219355,-0.25559728989907654,0.017353004004038802,0.024073982661511124,-0.013210019381400567,-0.07971324620607274,0.046486487280647075,-0.06442174751046634,-0.023400355687910476,0.023302490686037722,0.010796351340071198,-0.08132040556411194,0.10182912692575258
